iter	Passed	Remaining
156	317	1707
157	320	1706
158	322	1703
159	324	1703
160	326	1702
161	328	1701
162	331	1701
163	332	1694
164	334	1693
165	336	1692
166	339	1691
167	341	1690
168	343	1689
169	345	1689
170	348	1687
171	350	1686
172	352	1685
173	354	1684
174	357	1684
175	359	1683
176	362	1683
177	364	1681
178	365	1678
179	368	1676
180	370	1675
181	372	1674
182	374	1673
183	376	1667
184	378	1666
185	380	1665
186	382	1664
187	385	1662
188	387	1662
189	389	1661
190	392	1660
191	394	1659
192	396	1658
193	398	1657
194	401	1655
195	403	1654
196	405	1653
197	407	1652
198	410	1650
199	412	1649
200	414	1648
201	416	1646
202	418	1644
203	421	1642
204	423	1641
205	425	1639
206	427	1637
207	429	1635
208	431	1633
209	433	1632
210	436	1630
211	438	1630
212	440	1628
213	442	1626
214	445	1625
215	447	1623
216	449	1621
217	451	1619
218	454	1619
219	456	1619
220	459	1618
221	461	1617
222	464	1616
223	466	1615
224	468	1614
225	471	1613
226	473	1612
227	475	1611
228	478	1610
229	480	1609
230	483	1608
231	485	1607
232	488	1606
233	490	1606
234	493	1605
235	495	1604
236	498	1603
237	500	1602
238	502	1601
239	505	1599
240	507	1597
241	509	1595
242	511	1594
243	514	1592
244	516	1590
245	518	1589
246	520	1587
247	522	1585
248	525	1583
249	527	1581
250	529	1580
251	531	1578
252	533	1576
253	536	1574
254	538	1572
255	540	1570
256	542	1569
257	544	1567
258	547	1565
259	549	1563
260	551	1561
261	553	1559
262	555	1557
263	558	1556
264	560	1555
265	563	1553
266	565	1552
267	567	1550
268	569	1548
269	572	1546
270	574	1545
271	576	1543
272	578	1541
273	581	1539
274	583	1538
275	585	1536
276	587	1534
277	590	1532
278	592	1530
279	594	1528
280	596	1527
281	598	1525
282	601	1523
283	603	1520
284	605	1518
285	607	1516
286	609	1515
287	612	1513
288	614	1511
289	616	1509
290	618	1507
291	620	1505
292	623	1504
293	625	1502
294	627	1500
295	630	1498
296	632	1497
297	634	1495
298	637	1494
299	639	1492
300	642	1490
301	644	1489
302	646	1487
303	648	1485
304	650	1483
305	653	1481
306	655	1479
307	657	1477
308	659	1475
309	661	1473
310	664	1471
311	666	1469
312	668	1468
313	671	1467
314	673	1465
315	676	1463
316	678	1461
317	680	1459
318	682	1457
319	685	1455
320	687	1453
321	689	1451
322	691	1449
323	693	1447
324	696	1445
325	698	1443
326	700	1441
327	702	1439
328	704	1437
329	707	1435
330	709	1433
331	711	1431
332	713	1429
333	715	1427
334	718	1425
335	720	1423
336	722	1421
337	724	1419
338	726	1417
339	729	1415
340	731	1414
341	734	1413
342	736	1411
343	739	1409
344	741	1407
345	743	1405
346	745	1403
347	748	1401
348	750	1399
349	752	1398
350	754	1395
351	757	1393
352	759	1391
353	761	1389
354	763	1387
355	766	1385
356	768	1384
357	770	1382
358	773	1380
359	775	1378
360	777	1376
361	780	1374
362	782	1373
363	784	1371
364	787	1369
365	789	1367
366	791	1365
367	794	1363
368	796	1361
369	798	1360
370	801	1358
371	803	1356
372	805	1354
373	807	1352
374	810	1350
375	812	1348
376	814	1346
377	817	1344
378	819	1342
379	821	1340
380	824	1338
381	826	1337
382	828	1334
383	830	1332
384	833	1330
385	835	1328
386	837	1326
387	839	1324
388	841	1322
389	844	1320
390	846	1317
391	848	1315
392	850	1313
393	852	1311
394	854	1309
395	857	1307
396	859	1304
397	861	1302
398	863	1300
399	865	1298
400	867	1296
401	870	1294
402	872	1292
403	875	1290
404	877	1288
405	879	1286
406	881	1284
407	883	1282
408	886	1280
409	888	1278
410	890	1276
411	893	1274
412	895	1272
413	897	1270
414	899	1268
415	902	1266
416	904	1264
417	906	1262
418	908	1260
419	911	1258
420	913	1256
421	915	1254
422	918	1252
423	920	1250
424	922	1248
425	924	1246
426	926	1243
427	929	1241
428	931	1239
429	933	1237
430	935	1235
431	937	1233
432	940	1231
433	942	1228
434	944	1226
435	946	1224
436	949	1222
437	951	1220
438	953	1218
439	955	1216
440	957	1214
441	960	1212
442	962	1210
443	964	1208
444	966	1205
445	969	1203
446	971	1201
447	973	1199
448	976	1197
449	978	1195
450	980	1193
451	982	1191
452	984	1189
453	986	1186
454	989	1184
455	991	1183
456	993	1180
457	996	1178
458	998	1176
459	1000	1174
460	1002	1172
461	1005	1170
462	1007	1168
463	1009	1166
464	1012	1164
465	1014	1162
466	1016	1160
467	1018	1157
468	1020	1155
469	1022	1153
470	1025	1151
471	1027	1149
472	1029	1146
473	1031	1144
474	1033	1142
475	1036	1140
476	1038	1138
477	1040	1136
478	1042	1134
479	1044	1131
480	1047	1129
481	1049	1127
482	1051	1125
483	1069	1140
484	1077	1144
485	1084	1147
486	1090	1148
487	1094	1148
488	1098	1148
489	1102	1147
490	1106	1146
491	1109	1145
492	1112	1143
493	1114	1141
494	1117	1139
495	1119	1137
496	1122	1135
497	1124	1133
498	1126	1131
499	1129	1129
500	1131	1126
501	1133	1124
502	1135	1122
503	1138	1119
504	1140	1117
505	1142	1115
506	1144	1113
507	1151	1115
508	1156	1115
509	1161	1115
510	1165	1115
511	1168	1113
512	1171	1112
513	1175	1111
514	1178	1109
515	1180	1107
516	1183	1105
517	1185	1103
518	1188	1101
519	1190	1098
520	1192	1096
521	1194	1094
522	1196	1091
523	1199	1089
524	1201	1086
525	1203	1084
526	1205	1082
527	1207	1079
528	1210	1077
529	1212	1074
530	1214	1072
531	1216	1069
532	1218	1067
533	1220	1065
534	1222	1062
535	1224	1060
536	1226	1057
537	1229	1055
538	1231	1053
539	1233	1050
540	1235	1048
541	1237	1046
542	1240	1043
543	1242	1041
544	1244	1039
545	1246	1036
546	1249	1034
547	1251	1032
548	1253	1029
549	1255	1027
550	1257	1025
551	1259	1022
552	1262	1020
553	1264	1017
554	1266	1015
555	1268	1013
556	1270	1010
557	1273	1008
558	1275	1005
559	1277	1003
560	1279	1001
561	1281	998
562	1284	996
563	1286	994
564	1288	992
565	1290	989
566	1292	987
567	1295	984
568	1297	982
569	1299	980
570	1302	978
571	1304	976
572	1306	973
573	1308	971
574	1310	968
575	1313	966
576	1315	964
577	1317	962
578	1320	959
579	1322	957
580	1324	955
581	1326	953
582	1329	950
583	1331	948
584	1333	945
585	1335	943
586	1338	941
587	1340	939
588	1342	936
589	1345	934
590	1347	932
591	1349	930
592	1351	927
593	1354	925
594	1356	923
595	1358	921
596	1361	918
597	1363	916
598	1365	914
599	1367	911
600	1370	909
601	1372	907
602	1374	904
603	1376	902
604	1379	900
605	1381	898
606	1383	895
607	1385	893
608	1388	891
609	1390	888
610	1392	886
611	1395	884
612	1397	882
613	1399	879
614	1402	877
615	1404	875
616	1407	873
617	1409	871
618	1411	868
619	1413	866
620	1416	864
621	1418	861
622	1420	859
623	1423	857
624	1425	855
625	1428	853
626	1431	851
627	1433	849
628	1436	847
629	1438	844
630	1440	842
631	1442	840
632	1445	837
633	1447	835
634	1449	833
635	1451	830
636	1453	828
637	1456	826
638	1458	824
639	1460	821
640	1463	819
641	1465	817
642	1467	814
643	1469	812
644	1472	810
645	1474	807
646	1476	805
647	1479	803
648	1481	801
649	1483	798
650	1485	796
651	1487	794
652	1490	791
653	1492	789
654	1494	787
655	1497	785
656	1499	782
657	1501	780
658	1503	778
659	1506	775
660	1508	773
661	1510	771
662	1512	769
663	1515	766
664	1517	764
665	1519	762
666	1521	759
667	1524	757
668	1526	755
669	1528	752
670	1530	750
671	1533	748
672	1535	745
673	1537	743
674	1539	741
675	1542	739
676	1544	736
677	1546	734
678	1549	732
679	1551	730
680	1553	727
681	1556	725
682	1558	723
683	1560	721
684	1562	718
685	1565	716
686	1567	714
687	1569	711
688	1571	709
689	1574	707
690	1576	705
691	1578	702
692	1581	700
693	1583	698
694	1585	695
695	1587	693
696	1590	691
697	1593	689
698	1595	687
699	1597	684
700	1600	682
701	1602	680
702	1604	678
703	1607	675
704	1609	673
705	1612	671
706	1614	669
707	1616	666
708	1619	664
709	1621	662
710	1623	660
711	1626	657
712	1628	655
713	1630	653
714	1632	650
715	1635	648
716	1637	646
717	1639	643
718	1641	641
719	1644	639
720	1646	637
721	1648	634
722	1651	632
723	1653	630
724	1656	628
725	1658	625
726	1661	623
727	1663	621
728	1665	619
729	1668	617
730	1670	614
731	1673	612
732	1675	610
733	1677	608
734	1680	605
735	1682	603
736	1685	601
737	1687	599
738	1690	596
739	1692	594
740	1694	592
741	1697	590
742	1699	587
743	1703	586
744	1705	583
745	1708	581
746	1710	579
747	1712	577
748	1715	574
749	1717	572
750	1720	570
751	1722	567
752	1724	565
753	1726	563
754	1729	561
755	1731	558
756	1733	556
757	1736	554
758	1738	552
759	1740	549
760	1743	547
761	1745	545
762	1747	542
763	1750	540
764	1752	538
765	1754	535
766	1756	533
767	1758	531
768	1761	529
769	1763	526
770	1765	524
771	1768	522
772	1770	519
773	1772	517
774	1775	515
775	1777	513
776	1780	511
777	1783	508
778	1786	506
779	1788	504
780	1791	502
781	1794	500
782	1796	497
783	1799	495
784	1801	493
785	1804	491
786	1806	489
787	1809	486
788	1811	484
789	1814	482
790	1816	480
791	1818	477
792	1821	475
793	1823	473
794	1826	470
795	1828	468
796	1830	466
797	1833	463
798	1835	461
799	1837	459
800	1839	457
801	1842	454
802	1844	452
803	1846	450
804	1848	447
805	1850	445
806	1853	443
807	1855	441
808	1858	438
809	1860	436
810	1862	434
811	1865	431
812	1867	429
813	1869	427
814	1872	424
815	1874	422
816	1876	420
817	1879	418
818	1881	415
819	1883	413
820	1886	411
821	1888	408
822	1891	406
823	1893	404
824	1895	402
825	1898	399
826	1900	397
827	1903	395
828	1905	393
829	1908	390
830	1910	388
831	1912	386
832	1915	383
833	1917	381
834	1920	379
835	1922	377
836	1925	374
837	1927	372
838	1930	370
839	1932	368
840	1935	365
841	1937	363
842	1939	361
843	1942	359
844	1944	356
845	1947	354
846	1949	352
847	1952	349
848	1954	347
849	1957	345
850	1959	343
851	1961	340
852	1964	338
853	1966	336
854	1969	333
855	1971	331
856	1973	329
857	1976	327
858	1978	324
859	1980	322
860	1983	320
861	1985	317
862	1987	315
863	1989	313
864	1992	310
865	1994	308
866	1996	306
867	1998	303
868	2001	301
869	2003	299
870	2006	297
871	2008	294
872	2011	292
873	2013	290
874	2015	287
875	2017	285
876	2020	283
877	2022	280
878	2024	278
879	2026	276
880	2029	274
881	2031	271
882	2033	269
883	2036	267
884	2038	264
885	2040	262
886	2043	260
887	2045	258
888	2048	255
889	2050	253
890	2053	251
891	2055	248
892	2057	246
893	2060	244
894	2062	241
895	2065	239
896	2067	237
897	2069	235
898	2072	232
899	2074	230
900	2077	228
901	2079	225
902	2082	223
903	2084	221
904	2086	219
905	2089	216
906	2091	214
907	2093	212
908	2096	209
909	2098	207
910	2101	205
911	2103	203
912	2106	200
913	2108	198
914	2111	196
915	2113	193
916	2116	191
917	2118	189
918	2120	186
919	2122	184
920	2125	182
921	2127	179
922	2130	177
923	2132	175
924	2134	173
925	2137	170
926	2139	168
927	2141	166
928	2144	163
929	2146	161
930	2149	159
931	2152	157
932	2155	154
933	2157	152
934	2160	150
935	2162	147
936	2167	145
937	2169	143
938	2171	141
939	2174	138
940	2176	136
941	2179	134
942	2181	131
943	2183	129
944	2186	127
945	2188	124
946	2190	122
947	2193	120
948	2195	117
949	2197	115
950	2200	113
951	2202	111
952	2205	108
953	2207	106
954	2210	104
955	2212	101
956	2215	99
957	2217	97
958	2219	94
959	2222	92
960	2224	90
961	2226	87
962	2229	85
963	2231	83
964	2233	81
965	2235	78
966	2238	76
967	2240	74
968	2243	71
969	2245	69
970	2247	67
971	2250	64
972	2252	62
973	2255	60
974	2257	57
975	2259	55
976	2262	53
977	2264	50
978	2267	48
979	2269	46
980	2272	44
981	2274	41
982	2277	39
983	2279	37
984	2282	34
985	2284	32
986	2286	30
987	2289	27
988	2291	25
989	2293	23
990	2296	20
991	2298	18
992	2301	16
993	2303	13
994	2306	11
995	2308	9
996	2311	6
997	2313	4
998	2316	2
999	2319	0
