iter	MultiLogloss
134	0.3905266997
135	0.3896711691
136	0.3887544384
137	0.3878566219
138	0.386959387
139	0.3860389616
140	0.3852163925
141	0.3843021443
142	0.3834581548
143	0.3826123202
144	0.3817668137
145	0.380966442
146	0.3800976754
147	0.3792743997
148	0.378478775
149	0.3777010627
150	0.3768823474
151	0.3761335703
152	0.3753397085
153	0.374599183
154	0.3738588543
155	0.3731240288
156	0.3723890174
157	0.3716820918
158	0.3709768051
159	0.37024153
160	0.369474746
161	0.368730669
162	0.3680301264
163	0.3673535447
164	0.3666910057
165	0.3659892579
166	0.3652658895
167	0.3645591665
168	0.3638880378
169	0.3632122195
170	0.3625432618
171	0.3618697523
172	0.3612579679
173	0.3606305877
174	0.3600099143
175	0.359320227
176	0.3587198302
177	0.3581301544
178	0.3575179255
179	0.3569437492
180	0.3562706574
181	0.355720078
182	0.3551305371
183	0.3545478528
184	0.3539682239
185	0.3533827737
186	0.352721372
187	0.3520754862
188	0.3513953673
189	0.3508277945
190	0.3502635548
191	0.3496797033
192	0.3491427745
193	0.3485978241
194	0.3480429069
195	0.3474364825
196	0.3467956336
197	0.346198596
198	0.3456301212
199	0.3451331998
200	0.3445795788
201	0.3440775228
202	0.3435804054
203	0.3430388642
204	0.3424917065
205	0.3420041758
206	0.3415293802
207	0.3409920462
208	0.3404890763
209	0.3399590988
210	0.3394561518
211	0.3389347832
212	0.3384082852
213	0.3379731437
214	0.3374867974
215	0.3369134713
216	0.3364046677
217	0.3359440705
218	0.3354188718
219	0.334993697
220	0.334529933
221	0.3340273489
222	0.3336060271
223	0.3332080886
224	0.3326800591
225	0.3322388971
226	0.3318626138
227	0.3313882246
228	0.3308947845
229	0.3303282333
230	0.3298665252
231	0.3294509388
232	0.3290312653
233	0.328646895
234	0.3282518264
235	0.3278276191
236	0.3274242918
237	0.3269696102
238	0.326493702
239	0.3260656212
240	0.3256216814
241	0.3251520257
242	0.3247554471
243	0.3243691981
244	0.3239497231
245	0.323551382
246	0.3231931629
247	0.3227783676
248	0.3224093272
249	0.3219879934
250	0.3215105498
251	0.3211115579
252	0.3206528139
253	0.3203022353
254	0.319851817
255	0.3194792388
256	0.3190641102
257	0.318671309
258	0.3181834837
259	0.3177635299
260	0.3174129694
261	0.3170047056
262	0.3166605382
263	0.3162873359
264	0.3159604358
265	0.315564581
266	0.3151859043
267	0.3148389527
268	0.3144970316
269	0.3140894159
270	0.3137492853
271	0.3134199013
272	0.3130451244
273	0.3127317325
274	0.312324917
275	0.3119592294
276	0.3116666049
277	0.3112076648
278	0.3108851108
279	0.310531141
280	0.3101617813
281	0.3097754784
282	0.3094696383
283	0.3091390576
284	0.3087971008
285	0.3084676363
286	0.3082072269
287	0.3078896987
288	0.3075268636
289	0.3071352031
290	0.3068114176
291	0.3064917654
292	0.3061695139
293	0.3057656102
294	0.3054181488
295	0.3050729267
296	0.30471886
297	0.3043479795
298	0.3040268253
299	0.3036882605
300	0.3034207522
301	0.3031656204
302	0.3028690633
303	0.3025979789
304	0.3022758032
305	0.3020364602
306	0.3016829822
307	0.3013931452
308	0.3010814307
309	0.3008208812
310	0.3005220587
311	0.3002291506
312	0.2999894773
313	0.2997134854
314	0.2993913031
315	0.299097391
316	0.2988230155
317	0.298562363
318	0.2982128651
319	0.2979486867
320	0.2977273178
321	0.2974560058
322	0.2971548758
323	0.2968884114
324	0.2965789641
325	0.2962365537
326	0.2959995938
327	0.2957099551
328	0.2954028586
329	0.29510783
330	0.2948077957
331	0.2945608855
332	0.2943161574
333	0.2940400326
334	0.2937355327
335	0.2934789504
336	0.2932516143
337	0.2929767671
338	0.2926610742
339	0.2923869713
340	0.2921167182
341	0.2918792707
342	0.2916179642
343	0.2912723946
344	0.2910279252
345	0.2908338054
346	0.2904662652
347	0.2902830379
348	0.2900012513
349	0.2897729282
350	0.2895581692
351	0.2893017012
352	0.289071283
353	0.2888346778
354	0.2886108939
355	0.2883979671
356	0.2880914793
357	0.2878495462
358	0.2875981027
359	0.2873424458
360	0.2870727396
361	0.2867833694
362	0.2865761503
363	0.2863297362
364	0.2860563846
365	0.285830124
366	0.2855492968
367	0.2853366376
368	0.2850920433
369	0.2848684374
370	0.284580868
371	0.2843209137
372	0.2841140021
373	0.2839137785
374	0.2836871145
375	0.2834281378
376	0.2832013313
377	0.282922887
378	0.2826836124
379	0.282470177
380	0.2822883652
381	0.2820564909
382	0.2818812535
383	0.2816119343
384	0.2813496126
385	0.2811462213
386	0.2809425386
387	0.280698637
388	0.2805357187
389	0.2802715845
390	0.2800322189
391	0.279837849
392	0.2796702442
393	0.2794723185
394	0.2792613699
395	0.2789478947
396	0.2787450821
397	0.2785551925
398	0.2783510757
399	0.278087218
400	0.2779188558
401	0.2777229988
402	0.2775549198
403	0.277393942
404	0.2772032089
405	0.2770129931
406	0.2767987596
407	0.2765513234
408	0.2763414623
409	0.2761536406
410	0.2759238929
411	0.2757517535
412	0.2755678631
413	0.2753171839
414	0.2751191411
415	0.2748782606
416	0.2747317276
417	0.2745394221
418	0.2743534345
419	0.2741542566
420	0.2739630457
421	0.2737866256
422	0.2735768319
423	0.2733777181
424	0.2732022792
425	0.2730323674
426	0.2728267752
427	0.2726199796
428	0.272428237
429	0.2722603442
430	0.2721162698
431	0.2719490641
432	0.2716845402
433	0.2714958871
434	0.2712864035
435	0.2710942557
436	0.2709113025
437	0.2707411329
438	0.2705486418
439	0.2703634801
440	0.2702038779
441	0.2700050165
442	0.2698263752
443	0.2696695309
444	0.2695063554
445	0.2692992567
446	0.2691324757
447	0.2689914066
448	0.2687855076
449	0.2685489995
450	0.2682954947
451	0.2681111491
452	0.2679445355
453	0.2677530609
454	0.2675792126
455	0.2673891269
456	0.2672125845
457	0.2670363982
458	0.2668763913
459	0.2667363969
460	0.2665874154
461	0.2664532744
462	0.266248176
463	0.2660686999
464	0.2659524231
465	0.2658025474
466	0.265606592
467	0.265490907
468	0.2653678866
469	0.2652176706
470	0.2650866195
471	0.2648959045
472	0.2647767989
473	0.2646414203
474	0.2644987461
475	0.2643531046
476	0.2642053225
477	0.2640514748
478	0.2638381163
479	0.2636965613
480	0.2635259576
481	0.2634058218
482	0.2632713473
483	0.2631564641
484	0.2630470771
485	0.2628723215
486	0.2626711254
487	0.2625056286
488	0.2623324109
489	0.2622050896
490	0.2620591095
491	0.261925127
492	0.2617602463
493	0.2615908046
494	0.2614524356
495	0.2612865728
496	0.2611216599
497	0.2608890876
498	0.2607314248
499	0.260618275
500	0.2604626722
501	0.2603474203
502	0.2601930696
503	0.2601012485
504	0.259934078
505	0.2597840688
506	0.2595975974
507	0.2594421085
508	0.2592792244
509	0.2591441535
510	0.258994
511	0.2588430194
512	0.2586804444
513	0.2585467893
514	0.2583879508
515	0.2582128408
516	0.2580605926
517	0.2579317101
518	0.2577646322
519	0.2575964733
520	0.2574554802
521	0.2572529848
522	0.2571364423
523	0.2570128057
524	0.2568939506
525	0.2567188419
526	0.2565560361
527	0.2564045929
528	0.25626125
529	0.2561162865
530	0.2560056483
531	0.2558678863
532	0.2557461491
533	0.2556388641
534	0.255528533
535	0.25540637
536	0.2552798996
537	0.2551403722
538	0.2549235483
539	0.2548084808
540	0.2546655564
541	0.254516083
542	0.2543911962
543	0.2542179253
544	0.254054917
545	0.2538780006
546	0.2537532039
547	0.2536206976
548	0.2534985859
549	0.2533504375
550	0.2532220167
551	0.2530307106
552	0.2528730409
553	0.2527665424
554	0.2525997766
555	0.25247919
556	0.2523717852
557	0.2522913477
558	0.2521433657
559	0.2519836411
560	0.2518735358
561	0.2517231375
562	0.2516196447
563	0.2515175883
564	0.2514120691
565	0.2513257928
566	0.2511852073
567	0.2510218045
568	0.2508812083
569	0.2507534421
570	0.2506525859
571	0.2505497604
572	0.2503970028
573	0.2502720479
574	0.2501228338
575	0.2500070079
576	0.2498969841
577	0.2497975684
578	0.2496587911
579	0.249533444
580	0.2494013495
581	0.2492886826
582	0.249179241
583	0.2490676739
584	0.2489781652
585	0.2488722462
586	0.2487591167
587	0.2486651426
588	0.2485091227
589	0.2483584001
590	0.248244666
591	0.2481657399
592	0.2479909207
593	0.2478230649
594	0.2477312663
595	0.2476252445
596	0.2475143657
597	0.2473753041
598	0.2472416106
599	0.2470470179
600	0.2469365416
601	0.2467845762
602	0.2466645503
603	0.2465068303
604	0.2464332864
605	0.2462895073
606	0.2461633473
607	0.2460564119
608	0.2459382045
609	0.2458711611
610	0.2457341875
611	0.2455673729
612	0.2454648169
613	0.2453208004
614	0.2451925789
615	0.2451315103
616	0.2449964354
617	0.2449320608
618	0.2448236656
619	0.2447135375
620	0.2445647462
621	0.244435905
622	0.2443306658
623	0.2442053674
624	0.244114526
625	0.243959114
626	0.2438392291
627	0.2437191691
628	0.2436052435
629	0.2435240959
630	0.2434215146
631	0.2433265229
632	0.243223717
633	0.2431603452
634	0.2430668953
635	0.2429573535
636	0.2428461763
637	0.2427632921
638	0.2426565352
639	0.2425711852
640	0.2424661337
641	0.2423776272
642	0.2422490001
643	0.2421057759
644	0.2419910625
645	0.2418803021
646	0.2417754632
647	0.2416682189
648	0.2415908884
649	0.2414676452
650	0.241344189
651	0.2412709158
652	0.2411827596
653	0.2410792796
654	0.2409583713
655	0.2408627816
656	0.2407660698
657	0.2406832109
658	0.2406005728
659	0.240495123
660	0.2404163674
661	0.2403035295
662	0.2401746525
663	0.2400851509
664	0.2399945746
665	0.239907431
666	0.2397750938
667	0.2396447405
668	0.2395508723
669	0.2394571199
670	0.2393034882
671	0.2391672502
672	0.2390926861
673	0.2389830597
674	0.2389034334
675	0.2387861156
676	0.2386863529
677	0.2386079421
678	0.2385299806
679	0.2384481447
680	0.2383553739
681	0.2382588916
682	0.2381590165
683	0.2380697543
684	0.2379937796
685	0.2378770682
686	0.2377411781
687	0.2376522256
688	0.2375552955
689	0.2374606438
690	0.2373663955
691	0.2372833268
692	0.2371862957
693	0.2370988829
694	0.2369893649
695	0.2369054188
696	0.2368430735
697	0.2367479226
698	0.2366755417
699	0.2365968347
700	0.2365172749
701	0.2364105356
702	0.2362870551
703	0.2361196303
704	0.2360500581
705	0.2358892687
706	0.2357849506
707	0.2357173036
708	0.2356054162
709	0.2355546279
710	0.2354446017
711	0.2353635914
712	0.2352886601
713	0.2351759445
714	0.235066574
715	0.2349945744
716	0.2349098791
717	0.2347950011
718	0.2347188467
719	0.2346033751
720	0.2345014733
721	0.2344480951
722	0.2343551579
723	0.2342712256
724	0.2341277981
725	0.2340382054
726	0.233895303
727	0.2338094255
728	0.2337062613
729	0.2335692936
730	0.2334627916
731	0.2333769501
732	0.2332416194
733	0.233181512
734	0.2330582145
735	0.2329213402
736	0.2328467733
737	0.2327690547
738	0.2326696076
739	0.232609029
740	0.2325182727
741	0.2324158383
742	0.2322950846
743	0.2321659459
744	0.2320835675
745	0.2319298401
746	0.2317854923
747	0.2315863427
748	0.2315050611
749	0.2314073224
750	0.2312924269
751	0.2311783227
752	0.2310528967
753	0.2309048087
754	0.2307972583
755	0.2307055706
756	0.2306456475
757	0.2305549031
758	0.23046945
759	0.2303582866
760	0.2302516875
761	0.2301237983
762	0.2299806598
763	0.2298421059
764	0.2297610236
765	0.2296540804
766	0.2295274274
767	0.2294181936
768	0.2293564226
769	0.2292485324
770	0.2291520984
771	0.2290849837
772	0.2290107277
773	0.2289230675
774	0.2288319153
775	0.2287715799
776	0.2286567143
777	0.2285109211
778	0.2284033448
779	0.2283051072
780	0.2282463435
781	0.2281547256
782	0.2280968095
783	0.2280291933
784	0.2279181163
785	0.2278179571
786	0.2277071936
787	0.2275750088
788	0.2274487821
789	0.2273483314
790	0.2272704273
791	0.2271493897
792	0.227011119
793	0.2269455976
794	0.2268601683
795	0.2267802395
796	0.2266968488
797	0.2266332772
798	0.2265533646
799	0.2264216748
800	0.2263213111
801	0.2262281965
802	0.2261642295
803	0.2260431062
804	0.2259917887
805	0.2258814267
806	0.225769384
807	0.2256668622
808	0.22558098
809	0.2255048238
810	0.225420474
811	0.2253207057
812	0.2252554326
813	0.2251579764
814	0.225121827
815	0.2250168453
816	0.224906903
817	0.2248150818
818	0.2247350761
819	0.224649479
820	0.2245388273
821	0.2244942789
822	0.2244248654
823	0.2243540229
824	0.2242757119
825	0.2242000715
826	0.2240938059
827	0.2239991538
828	0.2238976705
829	0.2238268187
830	0.2237219578
831	0.2236245096
832	0.223534083
833	0.2234048802
834	0.2233448762
835	0.2232835972
836	0.2232207277
837	0.2231173351
838	0.2230100245
839	0.2229448855
840	0.2228777049
841	0.222831826
842	0.2227178228
843	0.2226068977
844	0.2225423197
845	0.2224541834
846	0.222375971
847	0.2222764386
848	0.2221981958
849	0.2220764434
850	0.2220180306
851	0.2218774993
852	0.2218180203
853	0.2217254839
854	0.2216475456
855	0.2215634532
856	0.2214933529
857	0.2214121999
858	0.2213233052
859	0.2212304402
860	0.2211261071
861	0.2210813344
862	0.2209853212
863	0.2209069976
864	0.2208257005
865	0.2207182888
866	0.2206464954
867	0.2205817667
868	0.2204961963
869	0.220431992
870	0.2203015538
871	0.2201680636
872	0.2200888999
873	0.2200379785
874	0.2199306119
875	0.2198514889
876	0.2197567545
877	0.2196581789
878	0.2195879304
879	0.2195167518
880	0.2193962622
881	0.2193384346
882	0.2192669289
883	0.2191539174
884	0.2190394792
885	0.2189775522
886	0.2188674546
887	0.2187630658
888	0.2186945115
889	0.2186228175
890	0.2184762604
891	0.2183935061
892	0.2183366915
893	0.2182682366
894	0.2181657438
895	0.2181224769
896	0.2180475401
897	0.2179519216
898	0.2178638054
899	0.2177721965
900	0.2176815914
901	0.2176276936
902	0.2175778599
903	0.2175197726
904	0.217387165
905	0.2173276043
906	0.2172548185
907	0.2171988949
908	0.2171240615
909	0.2170664342
910	0.2169881741
911	0.2168659988
912	0.216808891
913	0.2167409204
914	0.2166751177
915	0.2165682891
916	0.2164199417
917	0.2163300596
918	0.2162243511
919	0.2161345162
920	0.2160859047
921	0.2160187467
922	0.2159657334
923	0.2158739292
924	0.2158052228
925	0.21571284
926	0.21557981
927	0.2155238321
928	0.2154727977
929	0.2153912054
930	0.2153193221
931	0.2151987256
932	0.2151338312
933	0.2150119834
934	0.2149197207
935	0.2148663119
936	0.214797805
937	0.2146692909
938	0.214603662
939	0.2144914367
940	0.2143931866
941	0.2142678514
942	0.2141893505
943	0.2140881807
944	0.2140342869
945	0.2139647809
946	0.2138710587
947	0.2138147651
948	0.2137595844
949	0.2136086552
950	0.2135524064
951	0.2134695577
952	0.2134116062
953	0.2132895633
954	0.2131991268
955	0.2131252972
956	0.2130178993
957	0.2129422747
958	0.2128280513
959	0.2127628417
960	0.2126390047
961	0.2125598036
962	0.2124675936
963	0.2123943139
964	0.212327731
965	0.2122794764
966	0.212200679
967	0.2121666056
968	0.2121094448
969	0.2120413082
970	0.2119974297
971	0.2119361929
972	0.2118735135
973	0.211802053
974	0.2117212677
975	0.2116570523
976	0.2116253542
977	0.2115225663
978	0.2114001213
979	0.2112793705
980	0.2112280747
981	0.211145054
982	0.2110579146
983	0.2109850323
984	0.2108842587
985	0.2107924393
986	0.210729771
987	0.2106105787
988	0.2105183873
989	0.2104607399
990	0.2103607689
991	0.2103294699
992	0.2102763905
993	0.2102095525
994	0.2100955024
995	0.2100311618
996	0.2099204655
997	0.2097996604
998	0.2097621051
999	0.2097023925
