iter	MultiLogloss
281	0.3610974546
282	0.3607384572
283	0.3603547432
284	0.35997268
285	0.3595710573
286	0.3592213934
287	0.358893016
288	0.3585876529
289	0.3582510991
290	0.3578927117
291	0.3574829318
292	0.3571064221
293	0.3567753554
294	0.3564573979
295	0.3561644149
296	0.355845446
297	0.3554646345
298	0.3551057205
299	0.3547383125
300	0.3543660385
301	0.3540258525
302	0.3537491827
303	0.3534024665
304	0.353081069
305	0.3527767244
306	0.352468463
307	0.3520980964
308	0.3517477089
309	0.3515048151
310	0.351141508
311	0.3508403231
312	0.3505329368
313	0.3502787576
314	0.3499234764
315	0.3496118919
316	0.349280043
317	0.3489260697
318	0.3486348311
319	0.3483467266
320	0.3480695309
321	0.347772065
322	0.3475457236
323	0.3473235828
324	0.3470408322
325	0.3466737389
326	0.3463869367
327	0.3461362843
328	0.3458679205
329	0.345562229
330	0.345255612
331	0.3449840703
332	0.3446586365
333	0.3443894632
334	0.3441124285
335	0.3438729421
336	0.3435711441
337	0.3432720329
338	0.342932409
339	0.3426643959
340	0.3424172213
341	0.3420932033
342	0.3418428291
343	0.3415527709
344	0.3413191426
345	0.3410354444
346	0.3407867532
347	0.3405951668
348	0.3402947238
349	0.3400289645
350	0.3398206462
351	0.3395581131
352	0.339346802
353	0.3390759167
354	0.3387872673
355	0.3385571194
356	0.3383938172
357	0.3381337943
358	0.3378694558
359	0.3376672762
360	0.3373605408
361	0.3371236805
362	0.3368577751
363	0.3366435551
364	0.3364183954
365	0.3362122889
366	0.3359963442
367	0.3357501001
368	0.3355194942
369	0.3353114146
370	0.3350492179
371	0.3348005531
372	0.334575686
373	0.3343238086
374	0.334056669
375	0.3338670635
376	0.3336406612
377	0.3333956223
378	0.3331792957
379	0.3329604258
380	0.3326917198
381	0.3324947211
382	0.3322847842
383	0.3320376313
384	0.3317740604
385	0.3315211899
386	0.3313135996
387	0.331044464
388	0.3308234169
389	0.3306605955
390	0.3304176001
391	0.3301827158
392	0.3299268023
393	0.3296851351
394	0.3294814113
395	0.3292249661
396	0.3289521987
397	0.3286838483
398	0.3284812922
399	0.3282359004
400	0.3279863047
401	0.3278191379
402	0.3275904404
403	0.3273709679
404	0.3271615956
405	0.3269954682
406	0.3267966378
407	0.3265621766
408	0.3264179588
409	0.3262325901
410	0.3260292729
411	0.3258334798
412	0.3256845978
413	0.3254955985
414	0.3253988574
415	0.325244709
416	0.3250093542
417	0.3248431915
418	0.3247067401
419	0.3245631867
420	0.324309022
421	0.3241701785
422	0.3240721296
423	0.323838319
424	0.3236474228
425	0.3235119374
426	0.3232835396
427	0.3230790807
428	0.3228455508
429	0.3225784953
430	0.3224473093
431	0.322257109
432	0.3221058946
433	0.3220067057
434	0.3217761452
435	0.3215956165
436	0.321380478
437	0.3212467742
438	0.3211154771
439	0.320917108
440	0.3206856576
441	0.3204855116
442	0.3202424873
443	0.3200836145
444	0.3199221758
445	0.3197942824
446	0.3196074432
447	0.3194459299
448	0.3192261073
449	0.3189661893
450	0.3187635764
451	0.3186221815
452	0.3184564713
453	0.31829894
454	0.3181117785
455	0.3179516923
456	0.3177887087
457	0.3176145854
458	0.31747377
459	0.317288582
460	0.3170920782
461	0.3169453931
462	0.3168216044
463	0.3167042074
464	0.3165543714
465	0.3163137903
466	0.3162068801
467	0.3159924381
468	0.3157936288
469	0.3156285486
470	0.3154400436
471	0.3152910463
472	0.3150592691
473	0.3148851121
474	0.3147305514
475	0.3145804226
476	0.3144297196
477	0.3142028162
478	0.3140316602
479	0.31386871
480	0.3137308163
481	0.3135731906
482	0.313405395
483	0.3131819424
484	0.3129836239
485	0.3128065996
486	0.3126108356
487	0.3124687791
488	0.3123410021
489	0.3121216398
490	0.3119779172
491	0.3117800034
492	0.31164373
493	0.3114972319
494	0.3113707444
495	0.3111664608
496	0.3110525289
497	0.3109281959
498	0.3107797665
499	0.3106178944
500	0.3104640105
501	0.3103077784
502	0.3101695815
503	0.3099906349
504	0.3098860947
505	0.3097395969
506	0.3096186012
507	0.3094388867
508	0.3091944889
509	0.3090571162
510	0.3089176056
511	0.3087545324
512	0.3086799768
513	0.3084758902
514	0.308384604
515	0.3082535289
516	0.3081103162
517	0.3079576281
518	0.3078383283
519	0.3077014453
520	0.307567702
521	0.3074038418
522	0.3072876783
523	0.3071704631
524	0.3070041323
525	0.306868518
526	0.3067151566
527	0.3065483021
528	0.3063857198
529	0.3062626346
530	0.3060636518
531	0.3059404205
532	0.3058180856
533	0.3056670446
534	0.3056120856
535	0.3055313821
536	0.3054032549
537	0.3052847974
538	0.3051868661
539	0.3050066455
540	0.3048919593
541	0.3047606162
542	0.3045685347
543	0.3044259499
544	0.3042449891
545	0.3041592875
546	0.3040761139
547	0.3039517205
548	0.3038383601
549	0.3036946154
550	0.3035635222
551	0.3033815122
552	0.3032501957
553	0.3031293999
554	0.3030192847
555	0.3029108
556	0.3027859162
557	0.3026403248
558	0.3024985577
559	0.3023728498
560	0.3022783163
561	0.3021790389
562	0.3020742254
563	0.3019510658
564	0.3017976786
565	0.301662408
566	0.3014955569
567	0.3014196319
568	0.301264227
569	0.301172791
570	0.3010614573
571	0.3008414094
572	0.300771616
573	0.3005975501
574	0.3004776042
575	0.3003109122
576	0.3001809598
577	0.3000034686
578	0.2998192655
579	0.299767438
580	0.2995871325
581	0.2995133757
582	0.299429288
583	0.2993562217
584	0.2992394616
585	0.2990319747
586	0.2988705606
587	0.2987314449
588	0.298647542
589	0.2984783474
590	0.2983814815
591	0.2982862597
592	0.2981612106
593	0.2980510211
594	0.2979628345
595	0.2978625379
596	0.2977789512
597	0.2976499683
598	0.2975134488
599	0.2974447336
600	0.2973086432
601	0.2972015404
602	0.2970829189
603	0.297022048
604	0.2968721758
605	0.296774927
606	0.2966945859
607	0.2965774096
608	0.2964415652
609	0.2963546163
610	0.2962388898
611	0.2961820284
612	0.2960726673
613	0.2959763339
614	0.2958417244
615	0.2957064737
616	0.2955682877
617	0.2954781747
618	0.2953837849
619	0.295308671
620	0.295215996
621	0.295138461
622	0.2950005331
623	0.2947973511
624	0.2946854136
625	0.2946282963
626	0.2945481524
627	0.2944103269
628	0.2942713888
629	0.2941862147
630	0.2940451411
631	0.2939828589
632	0.2939251454
633	0.2938170066
634	0.2937421147
635	0.293628044
636	0.2935012564
637	0.2934307281
638	0.2933466553
639	0.29321748
640	0.2931267539
641	0.2930517976
642	0.2930102955
643	0.2928693489
644	0.2927890378
645	0.2926698588
646	0.2924915522
647	0.2923632453
648	0.2922181021
649	0.2920906079
650	0.2919698248
651	0.2918469414
652	0.2917524148
653	0.2916576748
654	0.2915004071
655	0.2913965421
656	0.291326819
657	0.2912678905
658	0.2911873661
659	0.2910801783
660	0.2909265264
661	0.2908315776
662	0.2907212453
663	0.2905592265
664	0.2905060518
665	0.2904084252
666	0.2903409819
667	0.2902863682
668	0.2901441516
669	0.2899657775
670	0.2898665603
671	0.2897600038
672	0.2896801697
673	0.2895763991
674	0.2894685115
675	0.2893919667
676	0.289294838
677	0.2891774848
678	0.2890277083
679	0.2888864097
680	0.2887936331
681	0.2886771548
682	0.2885779806
683	0.2884323944
684	0.2883403799
685	0.2882613983
686	0.2881811476
687	0.2881154147
688	0.2880235817
689	0.2879603737
690	0.2878115318
691	0.2877386406
692	0.2875878736
693	0.2874879967
694	0.287434072
695	0.287345942
696	0.2872730365
697	0.2871731574
698	0.2870421958
699	0.2869668353
700	0.2868430618
701	0.2867730966
702	0.2866568702
703	0.2865270927
704	0.2864324063
705	0.2863663875
706	0.2862658633
707	0.2861652068
708	0.2860530159
709	0.2859660405
710	0.2858702693
711	0.2857605451
712	0.2856690208
713	0.285613986
714	0.285559886
715	0.2854743055
716	0.2854146649
717	0.2853195349
718	0.2851974246
719	0.2851105664
720	0.2850186225
721	0.284910738
722	0.2848518859
723	0.2847604405
724	0.2846796891
725	0.2846076456
726	0.2845464485
727	0.2843885554
728	0.2843122801
729	0.2842247806
730	0.2841382396
731	0.2840390421
732	0.2839385324
733	0.2838850393
734	0.2837941137
735	0.2837174544
736	0.28358795
737	0.2834881412
738	0.2833957781
739	0.2833341934
740	0.2832358706
741	0.2831733453
742	0.283110919
743	0.2830226035
744	0.2829530414
745	0.2828526404
746	0.2827541785
747	0.2826652355
748	0.2826019567
749	0.2824440373
750	0.2823418933
751	0.2822717941
752	0.2821734111
753	0.2820953591
754	0.282004232
755	0.281941554
756	0.2817891465
757	0.2817304087
758	0.2816425419
759	0.2815547755
760	0.2814407949
761	0.2813167628
762	0.2812313521
763	0.281176884
764	0.2811342343
765	0.2810861438
766	0.2809189725
767	0.2808093658
768	0.2807462306
769	0.2805866858
770	0.2805070662
771	0.280434931
772	0.2803549345
773	0.2802781688
774	0.280191812
775	0.2801166662
776	0.2800373164
777	0.2799794179
778	0.2798895867
779	0.2797897437
780	0.2796933549
781	0.2796357486
782	0.2795486984
783	0.2794196868
784	0.2793111091
785	0.2792294103
786	0.2791622733
787	0.2791147414
788	0.2789970085
789	0.2789211655
790	0.2788204728
791	0.2787781837
792	0.2786642319
793	0.27858832
794	0.2785288403
795	0.2784440031
796	0.2784064761
797	0.2783719583
798	0.2782994938
799	0.2782228627
800	0.2781326342
801	0.2779479618
802	0.2778919918
803	0.2777981749
804	0.2777699459
805	0.2777030499
806	0.2776462787
807	0.2775742492
808	0.2775105367
809	0.277378974
810	0.2772858376
811	0.2772538266
812	0.2771892943
813	0.277129737
814	0.2771033083
815	0.2770280686
816	0.2769562352
817	0.2768769766
818	0.2767904317
819	0.2767251968
820	0.2766594486
821	0.2765779853
822	0.2764974079
823	0.2764429575
824	0.2763343428
825	0.2762554809
826	0.2761941468
827	0.2761115731
828	0.2760517312
829	0.275956398
830	0.2758533876
831	0.2757647014
832	0.2756554625
833	0.2756091595
834	0.2755814834
835	0.2754643584
836	0.2753520123
837	0.2752572652
838	0.2751842489
839	0.2751032524
840	0.2750498186
841	0.2749433103
842	0.2748673414
843	0.2748164932
844	0.2747447195
845	0.2746735762
846	0.2745985044
847	0.2744930537
848	0.2743622664
849	0.274197475
850	0.2740705426
851	0.2739690037
852	0.2738662677
853	0.2738074667
854	0.2737343604
855	0.273657953
856	0.2735391097
857	0.2734225642
858	0.2733223322
859	0.2732499667
860	0.2731742429
861	0.2730692975
862	0.2729965582
863	0.2729321071
864	0.2728314059
865	0.272754271
866	0.2726643896
867	0.2725575847
868	0.2724430513
869	0.2723500709
870	0.2722645726
871	0.2722211746
872	0.2721513763
873	0.2720593927
874	0.2719363875
875	0.2718351571
876	0.2717168338
877	0.2716327204
878	0.2715726976
879	0.2714507743
880	0.2713644663
881	0.271308929
882	0.2712731135
883	0.2712121356
884	0.2711429902
885	0.271077469
886	0.2709628859
887	0.2708772438
888	0.2708238523
889	0.2707465342
890	0.2706797554
891	0.2705873772
892	0.2704980439
893	0.2704285809
894	0.2703634221
895	0.2702260506
896	0.2701333619
897	0.2700592279
898	0.2700013346
899	0.269932693
900	0.2698461705
901	0.269763592
902	0.2696534598
903	0.2695521833
904	0.2695066899
905	0.2694240999
906	0.2693112632
907	0.269224662
908	0.2691513801
909	0.2690796356
910	0.2689986297
911	0.268920065
912	0.2688466286
913	0.2687543156
914	0.2686781286
915	0.2686365678
916	0.2685198705
917	0.2683914538
918	0.2682414993
919	0.2681545205
920	0.2681053618
921	0.2680520719
922	0.2680098067
923	0.2679258071
924	0.2678733979
925	0.267742293
926	0.2676627952
927	0.2675465577
928	0.2674269745
929	0.267356446
930	0.2672834041
931	0.2672367464
932	0.2671544132
933	0.2670943317
934	0.267022953
935	0.26699012
936	0.2668935121
937	0.2667757683
938	0.2666991088
939	0.2666206842
940	0.2665759405
941	0.2664833209
942	0.2664106283
943	0.2663702719
944	0.2662823206
945	0.266210668
946	0.2661647565
947	0.2660804288
948	0.2660336558
949	0.2658996764
950	0.2658032616
951	0.2657115319
952	0.265622801
953	0.2655543309
954	0.2655033366
955	0.2654021308
956	0.2652881833
957	0.2652304988
958	0.265156813
959	0.2651131478
960	0.2650074129
961	0.2649230899
962	0.2648662405
963	0.2647832755
964	0.2647327236
965	0.2646592072
966	0.2645170765
967	0.2643925644
968	0.2643422684
969	0.2642590989
970	0.2642096278
971	0.2641677795
972	0.2640968157
973	0.2640725343
974	0.2639892743
975	0.2639113724
976	0.2638433924
977	0.2637911754
978	0.2637486875
979	0.263647109
980	0.263562493
981	0.2634762329
982	0.2634013133
983	0.2633229938
984	0.26328876
985	0.2632259656
986	0.263132513
987	0.2630576674
988	0.2629723165
989	0.2628973985
990	0.2628408343
991	0.2627738957
992	0.2626810997
993	0.2625793238
994	0.2624755502
995	0.2623968635
996	0.2623506696
997	0.2623149524
998	0.262251884
999	0.2621785853
